District Name,Question,Response,Week_End
Northshore School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Oak Harbor School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Oakesdale School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Oakville School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Ocean Beach School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Ocosta School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Odessa School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Okanogan School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Olympia School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Omak School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Onalaska School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Onion Creek School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Orcas Island School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Orchard Prairie School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Orient School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Orondo School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Oroville School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Orting School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Othello School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Palisades School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Palouse School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Pateros School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Paterson School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Pe Ell School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Peninsula School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Pioneer School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Pomeroy School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Port Angeles School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Port Townsend School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Prosser School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Pullman School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Puyallup School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Queets-Clearwater School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Quilcene School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Quillayute Valley School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Quincy School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Rainier Prep Charter School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Rainier School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Rainier Valley Leadership Academy,Are you directly providing or funding child care for your community? ,No,25-Apr
Raymond School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Reardan-Edwall School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Renton School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Republic School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Richland School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Ridgefield School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Riverside School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Riverview School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Rochester School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Royal School District,Are you directly providing or funding child care for your community? ,No,25-Apr
San Juan Island School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Satsop School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Sedro-Woolley School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Selah School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Selkirk School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Sequim School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Shelton School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Shoreline School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Skamania School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Skykomish School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Snohomish School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Snoqualmie Valley School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Soap Lake School District,Are you directly providing or funding child care for your community? ,No,25-Apr
South Bend School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
South Kitsap School District,Are you directly providing or funding child care for your community? ,No,25-Apr
SouthWhidbey School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Southside School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Spokane International Academy,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Spokane School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Sprague School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
St. John School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Stanwood-Camano School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Star School District No. 054,Are you directly providing or funding child care for your community? ,No,25-Apr
Steilacoom Hist. School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Stevenson-Carson School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Summit Public School: Atlas,Are you directly providing or funding child care for your community? ,No,25-Apr
Summit Public School: Olympus,Are you directly providing or funding child care for your community? ,No,25-Apr
Summit Public School: Sierra,Are you directly providing or funding child care for your community? ,No,25-Apr
Summit Valley School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Sumner School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Sunnyside School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Tacoma School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Taholah School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Tahoma School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Tekoa School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Toledo School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Tonasket School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Toppenish School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Toutle Lake School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Trout Lake School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Tukwila School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Tumwater School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Union Gap School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
University Place School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Valley School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Vancouver School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Vashon Island School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
WAHE LUT Indian School Agency,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Wahkiakum School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Wahluke School District,Are you directly providing or funding child care for your community? ,No,25-Apr
WallaWalla Public Schools,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Wapato School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Warden School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Washington Center for Deaf and H..,Are you directly providing or funding child care for your community? ,No,25-Apr
Washtucna School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Waterville School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Wellpinit School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Wenatchee School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
West Valley School District (Spoka..,Are you directly providing or funding child care for your community? ,Yes,25-Apr
West Valley School District (Yakim..,Are you directly providing or funding child care for your community? ,No,25-Apr
White River School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
White Salmon Valley School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Wilbur School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Willapa Valley School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Wilson Creek School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Wishkah Valley School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Wishram School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Woodland School District,Are you directly providing or funding child care for your community? ,No,25-Apr
Yelm School District,Are you directly providing or funding child care for your community? ,Yes,25-Apr
Zillah School District,Are you directly providing or funding child care for your community? ,Not yet,25-Apr
Aberdeen School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Adna School District,Are you directly providing or funding child care for your community? ,No,2-May
Almira School District,Are you directly providing or funding child care for your community? ,No,2-May
Anacortes School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Arlington School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Asotin-Anatone School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Auburn School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Bainbridge Island School District,Are you directly providing or funding child care for your community? ,No,2-May
Battle Ground School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Bellevue School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Bellingham School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Benge School District,Are you directly providing or funding child care for your community? ,No,2-May
Bickleton School District,Are you directly providing or funding child care for your community? ,No,2-May
Blaine School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Bremerton School District,Are you directly providing or funding child care for your community? ,No,2-May
Brewster School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Bridgeport School District,Are you directly providing or funding child care for your community? ,No,2-May
Brinnon School District,Are you directly providing or funding child care for your community? ,No,2-May
Burlington-Edison School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Camas School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Cape Flattery School District,Are you directly providing or funding child care for your community? ,No,2-May
Carbonado School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Cascade School District,Are you directly providing or funding child care for your community? ,Yes,2-May
CASHMERE SCHOOL DISTRICT,Are you directly providing or funding child care for your community? ,Yes,2-May
Castle Rock School District,Are you directly providing or funding child care for your community? ,No,2-May
Centerville School District,Are you directly providing or funding child care for your community? ,No,2-May
Central Kitsap School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Central Valley School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Centralia School District,Are you directly providing or funding child care for your community? ,No,2-May
Chehalis School District,Are you directly providing or funding child care for your community? ,No,2-May
Cheney School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Chimacum School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Clover Park School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Colfax School District,Are you directly providing or funding child care for your community? ,No,2-May
College Place School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Colton School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Columbia (Stevens) School District,Are you directly providing or funding child care for your community? ,No,2-May
Columbia (WallaWalla) School Dis..,Are you directly providing or funding child care for your community? ,No,2-May
Colville School District,Are you directly providing or funding child care for your community? ,No,2-May
Conway School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Cosmopolis School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Coulee-Hartline School District,Are you directly providing or funding child care for your community? ,No,2-May
Coupeville School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Creston School District,Are you directly providing or funding child care for your community? ,No,2-May
Curlew School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Cusick School District,Are you directly providing or funding child care for your community? ,No,2-May
Damman School District,Are you directly providing or funding child care for your community? ,No,2-May
Darrington School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Davenport School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Dieringer School District,Are you directly providing or funding child care for your community? ,Yes,2-May
East Valley School District (Spoka..,Are you directly providing or funding child care for your community? ,Yes,2-May
East Valley School District (Yakima),Are you directly providing or funding child care for your community? ,No,2-May
Eastmont School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Eatonville School District,Are you directly providing or funding child care for your community? ,No,2-May
Edmonds School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Ellensburg School District,Are you directly providing or funding child care for your community? ,No,2-May
Elma School District,Are you directly providing or funding child care for your community? ,No,2-May
Endicott School District,Are you directly providing or funding child care for your community? ,No,2-May
Entiat School District,Are you directly providing or funding child care for your community? ,No,2-May
Enumclaw School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Ephrata School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Evaline School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Everett School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Evergreen School District (Clark),Are you directly providing or funding child care for your community? ,Yes,2-May
Evergreen School District (Stevens),Are you directly providing or funding child care for your community? ,No,2-May
Federal Way School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Ferndale School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Fife School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Franklin Pierce School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Garfield School District,Are you directly providing or funding child care for your community? ,No,2-May
Glenwood School District,Are you directly providing or funding child care for your community? ,No,2-May
Grand Coulee Dam School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Grandview School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Granite Falls School District,Are you directly providing or funding child care for your community? ,No,2-May
Grapeview School District,Are you directly providing or funding child care for your community? ,No,2-May
Harrington School District,Are you directly providing or funding child care for your community? ,No,2-May
Highland School District,Are you directly providing or funding child care for your community? ,No,2-May
Highline School District,Are you directly providing or funding child care for your community? ,No,2-May
Hood Canal School District,Are you directly providing or funding child care for your community? ,No,2-May
Hoquiam School District,Are you directly providing or funding child care for your community? ,No,2-May
Impact Public Schools,Are you directly providing or funding child care for your community? ,No,2-May
Inchelium School District,Are you directly providing or funding child care for your community? ,No,2-May
Innovation Schools,Are you directly providing or funding child care for your community? ,No,2-May
Issaquah School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Kahlotus School District,Are you directly providing or funding child care for your community? ,No,2-May
Kalama School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Keller School District,Are you directly providing or funding child care for your community? ,No,2-May
Kelso School District,Are you directly providing or funding child care for your community? ,No,2-May
Kennewick School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Kent School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Kittitas School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Klickitat School District,Are you directly providing or funding child care for your community? ,No,2-May
La Center School District,Are you directly providing or funding child care for your community? ,No,2-May
La Conner School District,Are you directly providing or funding child care for your community? ,No,2-May
Lake Chelan School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Lake Quinault School District,Are you directly providing or funding child care for your community? ,No,2-May
Lake Stevens School District,Are you directly providing or funding child care for your community? ,No,2-May
LakeWashington Institute of Tech..,Are you directly providing or funding child care for your community? ,No,2-May
LakeWashington School District,Are you directly providing or funding child care for your community? ,No,2-May
Lakewood School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Liberty School District,Are you directly providing or funding child care for your community? ,No,2-May
Lind School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Longview School District,Are you directly providing or funding child care for your community? ,No,2-May
Loon Lake School District,Are you directly providing or funding child care for your community? ,No,2-May
Lynden School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Mabton School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Mansfield School District,Are you directly providing or funding child care for your community? ,No,2-May
Manson School District,Are you directly providing or funding child care for your community? ,No,2-May
MaryM Knight School District,Are you directly providing or funding child care for your community? ,No,2-May
MaryWalker School District,Are you directly providing or funding child care for your community? ,No,2-May
Marysville School District,Are you directly providing or funding child care for your community? ,No,2-May
McCleary School District,Are you directly providing or funding child care for your community? ,No,2-May
Mead School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Medical Lake School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Mercer Island School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Meridian School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Methow Valley School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Mill A School District,Are you directly providing or funding child care for your community? ,No,2-May
Monroe School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Montesano School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Morton School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Mossyrock School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Mount Adams School District,Are you directly providing or funding child care for your community? ,No,2-May
Mount Baker School District,Are you directly providing or funding child care for your community? ,No,2-May
Mount Vernon School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Muckleshoot Indian Tribe,Are you directly providing or funding child care for your community? ,Not yet,2-May
Mukilteo School District,Are you directly providing or funding child care for your community? ,No,2-May
Napavine School District,Are you directly providing or funding child care for your community? ,No,2-May
Naselle-Grays River Valley School ..,Are you directly providing or funding child care for your community? ,No,2-May
Nespelem School District #14,Are you directly providing or funding child care for your community? ,No,2-May
Newport School District,Are you directly providing or funding child care for your community? ,Yes,2-May
NineMile Falls School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Nooksack Valley School District,Are you directly providing or funding child care for your community? ,No,2-May
North Beach School District,Are you directly providing or funding child care for your community? ,Yes,2-May
North Franklin School District,Are you directly providing or funding child care for your community? ,No,2-May
North Kitsap School District,Are you directly providing or funding child care for your community? ,Yes,2-May
NorthMason School District,Are you directly providing or funding child care for your community? ,Yes,2-May
North Thurston Public Schools,Are you directly providing or funding child care for your community? ,No,2-May
Northport School District,Are you directly providing or funding child care for your community? ,No,2-May
Northshore School District,Are you directly providing or funding child care for your community? ,No,2-May
Oak Harbor School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Oakesdale School District,Are you directly providing or funding child care for your community? ,No,2-May
Oakville School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Ocean Beach School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Ocosta School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Odessa School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Olympia School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Omak School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Onalaska School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Onion Creek School District,Are you directly providing or funding child care for your community? ,No,2-May
Orcas Island School District,Are you directly providing or funding child care for your community? ,No,2-May
Orient School District,Are you directly providing or funding child care for your community? ,No,2-May
Orondo School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Oroville School District,Are you directly providing or funding child care for your community? ,No,2-May
Orting School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Othello School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Palisades School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Palouse School District,Are you directly providing or funding child care for your community? ,No,2-May
Pasco School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Pateros School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Pe Ell School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Peninsula School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Pioneer School District,Are you directly providing or funding child care for your community? ,No,2-May
Pomeroy School District,Are you directly providing or funding child care for your community? ,No,2-May
Port Angeles School District,Are you directly providing or funding child care for your community? ,No,2-May
Port Townsend School District,Are you directly providing or funding child care for your community? ,Yes,2-May
PRIDE Prep Charter School District,Are you directly providing or funding child care for your community? ,No,2-May
Prosser School District,Are you directly providing or funding child care for your community? ,No,2-May
Pullman School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Puyallup School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Queets-Clearwater School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Quilcene School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Quillayute Valley School District,Are you directly providing or funding child care for your community? ,No,2-May
Quincy School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Rainier Prep Charter School District,Are you directly providing or funding child care for your community? ,No,2-May
Rainier School District,Are you directly providing or funding child care for your community? ,No,2-May
Raymond School District,Are you directly providing or funding child care for your community? ,No,2-May
Reardan-Edwall School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Renton School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Richland School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Ridgefield School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Riverside School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Riverview School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Rochester School District,Are you directly providing or funding child care for your community? ,No,2-May
Royal School District,Are you directly providing or funding child care for your community? ,No,2-May
San Juan Island School District,Are you directly providing or funding child care for your community? ,No,2-May
Satsop School District,Are you directly providing or funding child care for your community? ,No,2-May
Seattle Public Schools,Are you directly providing or funding child care for your community? ,No,2-May
Sedro-Woolley School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Selah School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Selkirk School District,Are you directly providing or funding child care for your community? ,No,2-May
Sequim School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Shaw Island School District,Are you directly providing or funding child care for your community? ,No,2-May
Shelton School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Shoreline School District,Are you directly providing or funding child care for your community? ,No,2-May
Skamania School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Skykomish School District,Are you directly providing or funding child care for your community? ,No,2-May
Snohomish School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Snoqualmie Valley School District,Are you directly providing or funding child care for your community? ,Yes,2-May
South Bend School District,Are you directly providing or funding child care for your community? ,Yes,2-May
South Kitsap School District,Are you directly providing or funding child care for your community? ,No,2-May
SouthWhidbey School District,Are you directly providing or funding child care for your community? ,No,2-May
Southside School District,Are you directly providing or funding child care for your community? ,No,2-May
Spokane International Academy,Are you directly providing or funding child care for your community? ,Yes,2-May
Spokane School District,Are you directly providing or funding child care for your community? ,Yes,2-May
St. John School District,Are you directly providing or funding child care for your community? ,No,2-May
Stanwood-Camano School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Star School District No. 054,Are you directly providing or funding child care for your community? ,No,2-May
Steilacoom Hist. School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Sultan School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Summit Public School: Atlas,Are you directly providing or funding child care for your community? ,No,2-May
Summit Public School: Olympus,Are you directly providing or funding child care for your community? ,No,2-May
Summit Public School: Sierra,Are you directly providing or funding child care for your community? ,No,2-May
Summit Valley School District,Are you directly providing or funding child care for your community? ,No,2-May
Sumner School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Sunnyside School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Suquamish Tribal Education Depar..,Are you directly providing or funding child care for your community? ,No,2-May
Tacoma School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Taholah School District,Are you directly providing or funding child care for your community? ,No,2-May
Tahoma School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Tekoa School District,Are you directly providing or funding child care for your community? ,No,2-May
Tenino School District,Are you directly providing or funding child care for your community? ,No,2-May
Thorp School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Toledo School District,Are you directly providing or funding child care for your community? ,No,2-May
Toppenish School District,Are you directly providing or funding child care for your community? ,No,2-May
Toutle Lake School District,Are you directly providing or funding child care for your community? ,No,2-May
Trout Lake School District,Are you directly providing or funding child care for your community? ,No,2-May
Tukwila School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Tumwater School District,Are you directly providing or funding child care for your community? ,No,2-May
Union Gap School District,Are you directly providing or funding child care for your community? ,Yes,2-May
University Place School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Valley School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Vancouver School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Vashon Island School District,Are you directly providing or funding child care for your community? ,Yes,2-May
WAHE LUT Indian School Agency,Are you directly providing or funding child care for your community? ,Not yet,2-May
Wahkiakum School District,Are you directly providing or funding child care for your community? ,No,2-May
Wahluke School District,Are you directly providing or funding child care for your community? ,No,2-May
Waitsburg School District,Are you directly providing or funding child care for your community? ,No,2-May
WallaWalla Public Schools,Are you directly providing or funding child care for your community? ,Yes,2-May
Warden School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Washington Center for Deaf and H..,Are you directly providing or funding child care for your community? ,No,2-May
Washougal School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Washtucna School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Waterville School District,Are you directly providing or funding child care for your community? ,No,2-May
Wellpinit School District,Are you directly providing or funding child care for your community? ,No,2-May
Wenatchee School District,Are you directly providing or funding child care for your community? ,Yes,2-May
West Valley School District (Spoka..,Are you directly providing or funding child care for your community? ,Yes,2-May
West Valley School District (Yakim..,Are you directly providing or funding child care for your community? ,No,2-May
White River School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Wilbur School District,Are you directly providing or funding child care for your community? ,No,2-May
Willapa Valley School District,Are you directly providing or funding child care for your community? ,No,2-May
Wilson Creek School District,Are you directly providing or funding child care for your community? ,No,2-May
Wishkah Valley School District,Are you directly providing or funding child care for your community? ,No,2-May
Wishram School District,Are you directly providing or funding child care for your community? ,No,2-May
Woodland School District,Are you directly providing or funding child care for your community? ,No,2-May
Yelm School District,Are you directly providing or funding child care for your community? ,Yes,2-May
Zillah School District,Are you directly providing or funding child care for your community? ,Not yet,2-May
Aberdeen School District,Are you directly providing or funding child care for your community? ,Not yet,9-May
Adna School District,Are you directly providing or funding child care for your community? ,No,9-May
Almira School District,Are you directly providing or funding child care for your community? ,No,9-May
Anacortes School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Arlington School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Auburn School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Bainbridge Island School District,Are you directly providing or funding child care for your community? ,No,9-May
Battle Ground School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Bellevue School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Bellingham School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Benge School District,Are you directly providing or funding child care for your community? ,No,9-May
Bethel School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Bickleton School District,Are you directly providing or funding child care for your community? ,No,9-May
Blaine School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Boistfort School District,Are you directly providing or funding child care for your community? ,No,9-May
Bremerton School District,Are you directly providing or funding child care for your community? ,No,9-May
Brewster School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Bridgeport School District,Are you directly providing or funding child care for your community? ,No,9-May
Brinnon School District,Are you directly providing or funding child care for your community? ,Not yet,9-May
Burlington-Edison School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Camas School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Cape Flattery School District,Are you directly providing or funding child care for your community? ,No,9-May
Carbonado School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Cascade School District,Are you directly providing or funding child care for your community? ,Yes,9-May
CASHMERE SCHOOL DISTRICT,Are you directly providing or funding child care for your community? ,Yes,9-May
Castle Rock School District,Are you directly providing or funding child care for your community? ,No,9-May
Centerville School District,Are you directly providing or funding child care for your community? ,No,9-May
Central Kitsap School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Central Valley School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Chehalis School District,Are you directly providing or funding child care for your community? ,No,9-May
Cheney School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Chewelah School District,Are you directly providing or funding child care for your community? ,Yes,9-May
Chimacum School District,Are you directly providing or funding child care for your community? ,Not yet,9-May
