demsharenext	difdemshare
.45369807	-.024072915
.31155688	-.21241808
.3631489	-.37688625
.44526228	-.27370223
.58120525	.036648631
.62799734	.1624105
.49006799	.25599468
.358915	-.36722484
.31649223	-.28217003
.38994178	-.36701557
.52097493	-.14717996
.71548671	.041949838
.60877419	.16401029
.65657324	.42172492
.7412892	.3131465
.71707243	.48257843
.7430681	.4833703
.72623664	.4861362
.80345017	.45247328
1	.48679376
.66086531	1
.70020658	.32173064
1	.33864108
1	1
.69281048	1
.5773524	.089128137
.57992846	.15470484
.48385409	.083321184
.57751733	.044954062
.69455332	.15503466
.57719797	.38910663
.70024353	.51917493
.67781806	.40363154
.75941283	.36339584
.77768749	.59944928
.73070943	.56782395
.77030176	.47142601
1	.9623307
.64214784	1
.68164003	.28429568
.73431671	.26088223
.78332204	.48785752
.34951475	-.11737964
.32817575	-.25000909
.47228396	-.34364846
.44201058	-.055432081
.47617617	.015510231
.34331787	-.047647685
.30779696	-.29653531
.36645994	-.24084997
.29600033	-.2670801
.40653235	-.4001905
0	-.5166409
.25753215	-.96681076
0	-.48493567
.2390897	-1
0	-.49148592
.31675661	-.26370645
.38154107	-.18225217
.39537022	-.23691785
.32877156	-.20925954
.34852871	-.23511341
.35877863	-.3029426
.67608273	-.28244272
.73266834	.41118735
.62183261	.47207054
.6467914	.25307623
.62140739	.22470856
.61779922	.25212717
.62143081	.24382293
.57073087	.08652246
.60637671	.14146173
.37894911	-.14091468
.35353321	-.24068284
.4268111	-.29293358
.41158536	-.1463778
.38730273	-.19118997
.3200846	-.22539458
.43563792	-.35983077
.50853133	.088780195
.42055172	.03922841
.58801222	-.15889657
.32643208	-.37078354
.30297145	-.34713587
.46453676	-.39405707
.5203917	-.27457297
.45390776	.040783435
.29188573	-.98141885
.51420575	.10822538
.63088393	.028411508
.5654766	.26176786
.3585293	-.10641113
.36893296	-.28294137
.47970894	-.26213408
.34087333	-.079419255
.38847995	-.31825337
.58801222	-.2230401
.21778785	-.47246754
.25092676	-.56442428
0	-.49814644
.25499716	-1
0	-.49000564
.43024036	-.13251376
.35455078	-.19512019
.32899317	-.29089844
0	-.34201369
.3345755	-.1231263
.34059757	-.33084896
.4882834	-.31880486
.38009816	-.07621026
.42020184	-.14061427
.46602672	-.15959632
.3911489	-.067946553
.47915083	.020285487
.46993646	-.033727527
.49200863	-.060127109
.47832426	.087246031
.35756421	-.041050345
.3488619	-.27710688
.33622792	-.33535564
.38385317	-.32754418
0	-.22330049
.45640633	-.22350124
.42272979	-.072173506
.41182071	-.077478558
.48620224	-.10849199
.51124758	-.02759552
.4744125	.022495151
.53962225	.043749213
.55050057	.079244494
.60475171	.10100114
.50344658	.030136734
.47093785	.012886822
.45091805	-.051763594
.38657501	-.27801219
.43223107	-.22684994
.48804998	-.13553786
.45868218	-.12592471
.44004369	-.075642407
.35521066	-.16880047
.41445765	-.24274758
.4633711	-.17108467
.43686429	-.073257804
.37951717	-.0025166273
.35951522	-.24096563
.41017449	-.28096953
.43544495	-.016887307
.25177026	-.1291101
.48457929	-.49645948
.54617047	-.21407464
.63370705	.092340916
1	.26741412
.49367541	-.16826737
.56908858	.017116845
.42822003	-.033696681
.49293017	-.11153933
.51986247	-.014139652
.43431884	.039724916
.48343664	.072891027
.46073332	-.033126712
.45390519	-.078533381
.69093823	.28395674
.64695907	.38187644
.53927362	.29391816
.68363798	.21363771
.71679574	.36727595
1	.43359149
.46744764	-.061534941
.3389754	-.053183436
.42740849	-.02309373
.4887152	-.1113224
.52276444	-.022569567
.52981848	.045528889
.60443068	.39918432
.62126315	.21476674
.64894992	.24252632
.64864242	.021803349
.58931357	.30721062
.60223573	.17862713
.40780905	-.015514374
.36124429	-.18438187
.31987756	-.27751139
.33622599	-.21849242
0	-.3185063
.3500635	-.11686304
.50076711	-.20678604
.58251178	.0015342534
.53628027	.16502357
.42253047	.066796005
.3495512	-.15169466
.4302381	-.3008976
.67427099	.09252581
.66286069	.35966811
.64303666	.32572135
.49049592	.24053857
.35613102	-.01900816
.28173995	-.28773797
.37725285	-.13761413
.44641092	-.20742127
.48498991	-.10717818
.44155228	-.030020207
.40893188	.070465535
.35172123	-.18080464
.37279645	-.29655755
.35688221	-.10827836
.3991496	-.27647671
.47275093	-.20170081
.42495331	-.054498106
.33505377	-.20939648
.45840648	-.086339146
.47437075	-.07241717
.3689943	-.037856728
.31374246	-.023163319
.48548317	-.37251508
.43185481	-.029033661
.26489094	-.25444013
0	-.45370629
.37711075	-1
.23480959	-.52603447
0	-.53038085
.37352315	-1
.24487545	-.54817176
.193344	-.48996156
.47774094	-.037137121
.45148191	-.093233556
.50751621	-.097036153
.47684237	.015032381
.37158212	-.022893101
.32425162	-.25683579
.52341837	-.35149679
.50694549	.111606
.4797146	.032591581
.46125546	-.040570825
.70638406	.20966363
.73272061	.4127681
.62822056	.46544126
.45479575	-.31293833
.39046213	-.067233175
.45319638	-.10013363
.4495796	-.10763705
.51722968	-.10084081
.48807946	.034459352
.45003697	-.24332801
.37167469	-.079241663
.45709577	-.2566506
.28974146	-.27842972
0	-.39737558
.41824752	-1
0	-.14828289
.26426914	-1
.39907753	-.47146174
.45422253	-.13186321
.52391618	-.044119537
.41149259	-.11185005
.46161023	-.12424883
.49330807	-.076779574
.44775236	-.013383865
.31307033	-.18720117
.35289827	-.37385932
.34943575	-.29420349
.5026958	-.063768387
.69544351	.018055677
.68929982	.39088705
.64501977	.48818648
.63965678	.29003957
.7076211	.27931356
.46625662	-.058226973
.38561586	-.034876406
.39010817	-.29927424
.5052374	-.29714122
.53142995	.010474801
.55456072	.062859863
.39147657	-.12760127
.35525921	-.21704686
.33923009	-.28948161
.36174396	-.10345426
.41389969	-.24488857
.24034055	-.15659365
.28927833	-.48306662
.29841965	-.42144334
.40735868	-.40316069
.40450773	-.15130901
.48916516	-.066447705
.48956212	-.021669716
.4074845	-.0026193261
0	-.61389232
0	-.60894406
0	-.61460632
0	-.569493
0	-.55307287
0	-.65906584
0	-.6874764
0	-.62588316
0	-.6824652
0	-.56196755
0	.13982701
0	-.72377288
0	-.70117152
.47249198	-.10465339
.45240411	-.055016041
0	-.63866544
0	-.57884395
0	-.63798606
0	-.5707376
0	-.58353865
0	-.66209769
0	-.59487087
0	-.53102481
0	-.60340101
0	-.70388889
0	-.26138937
0	-.51595753
0	-.57823902
.54957223	.070130408
.57118917	.13836664
0	-.54627663
0	-.54429853
0	-.51966769
0	-.51641583
0	-.56991267
0	-.65432543
0	-.64781624
0	-.60400128
0	-.66093171
0	-.65733945
0	-.46376666
0	-.70136219
0	-.68336231
.29795405	-.47152066
.23495102	-.40409186
0	-.59429002
0	-.63010097
0	-.64067662
0	-.56361443
0	-.73009032
0	-.5339421
0	-.61329192
0	-.760333
0	-.66442007
0	-.58039725
0	.48335651
0	-.72878879
0	-.72444147
.57059962	.12985209
.53723806	.20237112
0	-.53959668
0	-.55763322
0	-.56011164
0	-.57335496
0	-.61898613
0	-.59651232
0	-.5754348
0	-.73753124
0	-.70662487
0	-.62326545
0	.43506679
0	-.72698057
0	-.74115497
.64397615	.24776021
.66958517	.35869727
0	-.51710457
0	-.61917943
0	-.56188405
0	-.64300823
0	-.51788455
0	-.51358902
0	-.56197852
0	-.553563
0	-.59790117
0	-.55280459
0	.20943749
0	-.65809423
0	-.65515763
.55922675	.0024236441
.50009584	.1184535
0	-.52469075
0	-.52616841
0	-.5590117
0	-.53295231
0	-.50778812
0	-.63226163
0	-.51247382
0	-.75006533
0	-.72044927
0	-.52354759
0	-.1409038
0	-.49681643
0	-.54582816
.68083549	.025635451
.71851701	.36167097
0	-.66636801
0	-.71811485
0	-.7317673
0	-.75587475
0	-.69440907
0	-1
0	-.6762923
0	-.61992103
0	-1
0	-.87246352
0	.351145
0	-.72563666
0	-.74523813
.67364424	.31480518
.66034454	.42117259
0	-.54639518
0	-.51220429
0	-.52672702
0	-.50736725
.54374772	.15227839
.66271412	.32516888
.75753969	.32542825
.7077629	.51507938
.63935757	.53765035
.64148819	.27871516
.90526807	.28297642
.65555924	.36657107
.66609436	.31111845
.7024219	.35304517
.66145027	.36531249
.71571457	.32290053
.60899621	.4456569
.70160884	.30557191
.72642362	.42526367
.52999228	.13464689
.48163214	-.093998462
.4808678	-.036735684
.43300644	-.038264394
.33776814	-.062710047
.53220636	-.32446373
.5758782	.064412683
.51089162	.219506
.56418651	.021783233
.64449602	.128373
.48079652	.042488158
.32601234	-.038406968
.50012726	-.33725348
.37075123	-.36650786
.28327978	-.24241117
.51107013	.14200628
.69645113	.42089748
.79171222	.39290228
.73312473	.58342445
.71129483	.43329337
.73414987	.42258969
.74761444	.46829978
.63690436	.49954844
.81891733	.27380872
.77616602	.63783467
.6896525	1
.62822044	.37930501
.56797504	.2653411
.58989066	.17958221
.55813491	.20235011
.61554772	.28455025
.51771522	.032122761
.64018857	.035430431
.53989553	.28037712
.60852134	.27752891
.5785839	.21704265
.60104084	.15716779
.55865777	.35712993
.72799402	.1173155
.67819083	.45598805
1	.33853495
.71797925	1
.61848414	.4359585
.63776171	.35509995
.70981687	.29866815
.54453939	.11729959
.5722208	.17830715
.70025468	.14444157
.61017251	.40050933
.61159664	.35847744
.65354514	.22319332
.6132555	.30709028
.6802066	.39237332
.71969926	.39915171
.70107919	.45368916
.70861447	.34264308
.70315218	.43268758
.62088144	.41818336
.6740306	.13109612
.65922505	.38519239
.49272311	.027815372
.51950407	.072630882
.64903319	.03900817
.54577208	.29806635
.57966799	.29361919
.54552871	.159336
.53605431	.09105742
.40527725	.57831872
.44058853	-.18007267
.29360855	-.11882293
.43281859	-.29658711
.40665296	-.13436282
.48072004	-.18669412
.68622959	.32291555
.70949334	.39362192
.41312775	-.079182714
.50292963	-.072556019
.5372538	.005859226
.4512566	.074507594
.37700203	-.034193128
.36239859	-.24599597
0	-.27520278
.37979805	-.046798736
.38820598	-.24040389
.32218087	-.22358808
.33015054	-.39212441
.46176389	-.33969891
.47853231	-.06929943
.31648469	-.17554465
.24281743	-.33223188
.54648411	.14473093
.54270083	.14493823
.64305538	.085401654
.57994628	.28611073
.58126909	.30388102
.57500476	.16253817
.64345074	.15506396
.67321646	.39709914
.60462481	.36719096
.42855799	.20924959
.47474679	-.30844235
.41897312	-.050506383
.42721322	-.16205373
.37281808	-.43520635
.35686147	-.13187107
.61448765	.23326185
1	.18003711
.64761823	1
.59829956	.29523647
.55274183	.24773657
.522358	.10548365
.63004094	.044716001
.55928439	.3278226
.74694002	.11856878
.56453019	.49388003
.57479137	.057718009
.67912865	.14958271
.57527953	.35825732
.47030732	.054366589
.35506758	-.023558319
1	.43259406
1	.2788223
.70668238	1
1	.4133648
.61042023	.34882185
.53959876	.22084042
.55979806	.079197526
.72072095	.45562041
.65299833	.44144192
.44848362	.30599666
.64538503	.30968171
.50807673	.1060065
.56944954	.016153425
.50120842	.13889912
.49028191	.1036627
.68163598	.41126716
.45455432	-.14489841
.33046737	-.1718168
.46567354	-.33906528
.44240236	-.068652898
.48834643	.026549578
.43395254	-.023307174
.23187664	-.10699043
.26815042	-.066389561
.41867852	-.46369913
.21342568	-.16264296
.35539335	-.48206618
.3304244	-.2892133
.35251021	-.33910999
.29943815	-.25272918
.26408991	-.40112367
.36531478	.028545767
.44953379	-.058950543
.35254827	-.084420234
.33374751	-.29490343
.35753226	-.06284532
.44831601	-.28493547
.48080721	-.10336801
.54609346	-.10304609
.52314776	.092186928
.43802568	.046295524
.41409665	-.29904842
.50673318	-.17180669
.58056331	.013466328
.40214515	-.0096362829
.34289616	-.16711074
.33056381	-.29600668
.49901634	-.30486944
.55088347	-.0019673109
.48743576	.10176694
.27025494	-.056392193
.32168093	-.45949009
.40468097	-.35663816
.24672441	-.084717825
.1998723	-.48224729
.16050658	-.60025537
.30169192	-.66576993
.20968048	-.39661613
.48866165	-.580639
.22546181	-.57388425
0	-.54907632
.34169185	-.27205512
.34254387	-.40764213
.52257973	-.31491223
.48880568	.045159459
.33793691	-.047713608
.31508589	-.32412615
.34306729	-.35263389
.75519359	.5739888
.7086525	.52126157
.65191281	.42705226
.4805305	.05079174
.48736879	-.038938999
.50263202	-.011654764
.35967517	-.11416933
.30867538	-.26478106
.56789708	-.3618367
.75519359	.5739888
.7086525	.52126157
.65191281	.42705226
.55067486	.072841108
0	.11843273
.39226076	-.070830584
.52401835	-.15992936
.53443342	.048036665
.45152488	.068866849
.3330023	-.15095365
.42007214	-.33399543
.55980498	-.15985572
.19378355	-.55270648
.50053781	-.60402095
.65788764	.0010756254
.59181356	.14730155
.71736944	.18362713
.67553574	.43473884
.39701414	-.31821692
.44139192	-.27878341
.44410181	-.1172162
.40252191	-.11179638
.39489341	-.11922669
.40653726	-.21021318
.5225805	-.1869255
.30138388	-.35629845
.43957055	-.3972322
.41621512	-.12085891
.59181356	.14730155
.71736944	.18362713
.67553574	.43473884
.36988208	.23202649
.2491705	-.20682356
.81000131	.6138854
.50830168	1
1	.016603351
.82470053	1
1	.5741756
.72955668	1
1	.58382726
.47457638	1
.27944979	-.011025816
.095175847	-.44110039
.4397926	-.19271728
.26738739	-.12041476
.49006331	-.46522522
0	-.50791299
0	-1
1	.26731291
.76427794	.48896983
1	.52855587
.75944924	1
1	.47111294
.45787126	1
.38288912	-.084257483
.34311721	-.19984934
0	-.31376556
0	-1
.4948329	-1
.60545135	.075862676
.77614146	.2503292
.64843929	.18147039
1	.29687855
.89725548	.4867878
.5907169	.16027895
.76138496	.18143383
.78018135	.52276993
1	.0051387548
.602548	1
.67237687	.20509601
.88058186	.79019678
.87854928	.76116371
.32619712	.75709856
.29651585	-.8561722
0	-.37390813
.30802497	-1
.82144141	.58890879
.76905501	.64288282
1	1
1	1
.87149298	1
1	.74298596
.75310141	.38915899
.71516836	.50620282
.61023724	.43033668
.46969968	-.11345029
0	-.060600638
.39301711	-1
1	1
1	1
.78554529	1
.78628397	.23229423
1	.57256794
1	.99066317
.67369652	1
1	.34739304
1	1
.56180125	.26938689
.54586244	.12360251
.73034328	.27858824
1	1
1	1
1	1
.81535321	1
.54194951	.63070643
1	.10503259
.60824794	.065709502
1	.24999622
1	.30020547
.37590516	-.24895701
.42852637	-.24504131
0	-.13892183
.1915565	-.12486908
.073109247	-.61688697
.25410631	-.85378146
0	-.18190691
0	-.62235773
0	-1
.69867992	.070531338
.63878274	.39735985
.83667517	.27756551
.30852026	-1
.30690014	-.36173916
.69405949	.20869544
.69038063	.48346469
.76636499	.38076124
1	.53272998
.59252447	.39211324
.54431605	.18504897
.38241291	.11243442
0	-.054977745
.35712385	-.81781942
0	-.2857523
0	-.16302925
0	-1
.41806057	-1
.20289488	-.84193069
0	-.54853654
.57231408	.13289055
.67259532	.33238459
1	.34519064
.76146853	1
.4275569	.38773105
.3505837	-.14488623
.36252671	-.29883257
.51619685	.15289286
.50498807	.090012789
.482584	.033652663
.38224167	-.12390718
.37677291	-.23551667
.51800352	-.24645421
.66487139	.20097739
.6685881	.38308647
.58366722	.048175454
.54097694	.012858659
.76567328	.081953913
.5801695	.53134656
.46280876	.16449061
.40109849	-.074382514
.3907575	-.19780302
.4265244	-.01791501
.38124174	-.1469512
.30632246	-.23751652
1	.040293247
.63400644	1
1	.26801291
.65015894	.17566526
.60918641	.34305951
.42899609	-.083767146
.46471012	-.13324869
.44976294	-.058322489
.41665748	-.013416409
.40183136	-.16668507
.45554635	-.19633725
.54737657	.084079564
.53353202	.15875605
.48856375	.067064047
.39802283	-.25021097
.31890592	-.20395434
.33960351	-.36218819
.25177622	-.87473828
.25220218	-.46877754
.3453567	-.076048404
0	-.29614753
1	1
1	1
1	1
1	1
.34244683	-.19823304
.38435245	-.31510636
.26221445	-.18676502
.37480831	-.22526601
.36064228	-.25038338
0	-.2787154
0	-.020026475
.39968917	-1
0	-.19299015
.33889955	-.34624946
0	-.30604869
1	1
1	1
1	1
1	1
.45351252	-.25077799
.34207359	-.092974931
.25566396	-.21153465
.42395288	-.32217848
.4599916	-.15209424
.36682624	-.080016762
.33301324	-.21779227
0	-.33397353
.48710883	-.94245458
.35467923	-.47157407
.30668271	-.27798009
1	1
1	.99991059
1	1
1	1
1	1
.90800291	1
.89132041	.82398784
.98971736	.91767704
1	.97943473
1	1
.80566984	.92414188
.96081173	.61133969
.7372902	.92162347
.47347125	.27198491
.41897216	-.030913442
.93713111	.699646
.73411721	1
1	.46823439
1	1
.5867064	-.1800715
.81379026	.17341283
.83710581	.70703
.80382454	.99508435
1	.60764909
.9793998	1
.77495641	1
.96161699	.54991281
1	.92323399
.48247766	1
.43567705	-.016970575
1	1
1	1
1	1
1	1
1	.059744358
.56240034	1
.75915182	.33421767
1	.99987584
.96841443	1
.94125646	.93682885
.7890445	.91768038
.64377189	.578089
.67140812	.29820171
.556871	.010078788
.69726151	.13486028
1	.64697564
1	1
1	1
1	1
.36558494	-.21127203
.29572156	-.26883009
.37651491	-.29767838
.42693117	-.15649906
.38293058	-.1398553
.46566162	-.23413885
.72721589	.1976378
.66532564	.45674458
.92827892	.3358812
.27314654	-.58149099
.28157815	-.4364135
1	1
1	.57829034
1	1
1	1
.64359468	-.19106245
.76110291	.28718936
1	.54651654
1	.84540439
.9381426	1
.72572333	.89850122
.59770155	.93589485
.67743331	.19540307
.70534664	.36194098
.71190935	.53877747
1	.44026569
1	.76726937
.80066478	.83247674
1	.60132957
.79157543	1
.71298748	1
.76060045	.42597497
.84848654	.61030877
1	.74187231
.65873426	1
.86336637	.31751519
.67280996	.72673273
1	1
1	.99989736
.48957193	1
.82698685	-.020856142
.55923885	.094872117
.6887551	.11847769
.33299848	.37751016
.68856275	.81191993
.35161218	.3771255
.20989347	-.29677564
.64219671	.94409287
.59320539	.28439343
.64305359	.18641074
.52785158	.068052053
.33483544	.084452242
1	1
1	1
.48957193	1
.82698685	-.020856142
.86380643	.17793068
.48765939	.72766054
.20989347	-.024681211
.75712621	.056253672
.83458024	.514705
.60414857	.66916049
.52345836	.14764223
.57972741	.046916693
1	.37282336
.61353171	.99986672
.48957193	.22706339
.82698685	-.020856142
.46856856	.094872117
.32876366	-.062862873
.33299848	-.34247267
.77618456	-.036517859
.21556497	.55239302
.20989347	-.56887007
.20196749	.65276223
.25309396	-.59606504
.29498318	-.49381208
.41845027	-.35431936
0	-.13853946
1	.75508499
1	.99992239
.48957193	1
.82698685	-.020856142
.64990914	.094872117
.50875938	.29981825
.33299848	.017518744
.77448231	.9579401
.69194192	.62017542
.72374308	.38388383
.36497149	-.036123157
.42477888	-.27005699
1	.73892295
1	.99994212
.48957193	1
.82698685	-.020856142
1	1
1	1
.48957193	1
.82698685	-.020856142
1	1
1	1
.43649253	-.014976054
.41216213	-.12701496
.41573665	-.17567575
1	1
.8465668	1
.80169839	.69313359
.55816978	-.036853015
.63261974	.11637672
.61209697	.26523948
.63750154	.05472644
.66882801	.27500308
.52234638	.33765605
.27427292	-.23206282
0	-.45145416
1	.82289624
1	1
1	1
.82478631	1
.76257914	.45362484
1	.52515829
.56538481	1
.55816978	-.036853015
.81749964	.11637672
.70594364	.63499928
.99435747	.05472644
.99738526	.98871493
.56932878	.99477053
.59477854	.22657475
.95200109	.18955711
1	1
.89573687	1
1	.79147375
1	1
1	.31447506
.78896034	1
.56538481	.57792068
.55816978	-.036853015
.6040327	.11637672
.77032673	.20806533
.56257045	.05472644
.48981196	.12565684
.7265079	-.020293029
.61195648	.15301275
.55447727	.22391298
.82132822	.62044871
.60921592	1
1	.21843183
.70494348	1
1	.27840531
.52834338	1
.57772708	.056827635
.55816978	.36366537
.73122126	.11637672
.65765756	.46244249
.56257045	.29568616
.49842069	.12565684
.44083098	-.0031586587
.43003729	-.20013249
0	-.13734372
.76532418	.41297412
.51441813	1
.66973412	.028836221
1	.33946821
0	1
.38327891	-1
.24205582	-.23344219
.41026121	-.079837829
.48930764	-.17947757
.44238728	-.021384716
.56257045	.05472644
.48981196	.12565684
.40108177	-.020293029
.6168111	.14414093
1	.23362222
1	.3330411
.54740751	1
.71515107	.094815016
.61984199	.43030217
1	.3209497
.61982274	1
.72267246	.23967493
.34803933	-.51610398
.21246107	-.30380934
.62245035	-.57507789
.70161778	.97233689
.46539772	.40323552
.40773153	-.069204569
.32818848	-1
.45766222	-.34362304
.62411392	.10914719
1	.24822786
.61417782	1
.63181299	1
.54999852	.26362601
.53359467	.099997014
.65715951	-.036853015
.6040327	.31431898
.71766478	.20806533
.56257045	.17661533
.48981196	.12565684
.67557341	-.020293029
.37940553	-.46784484
.45766222	-.24118897
1	1
1	1
1	1
.29181895	1
0	-.41636208
.32839382	-1
.58017218	.13488698
.6040327	.16034439
.69257194	.20806533
.56257045	-.60518551
.26990902	.12565684
.51008761	-.46018195
.3252154	-1
.34214693	-.3495692
1	1
.5615896	1
.7062521	.12317923
.2191589	-.53316557
.61492133	-.56168222
.70366597	.22984266
.29167482	-.57165098
0	-.41665038
.41895074	-.99892044
.31339139	-1
.45766222	-.37321723
.38933837	1
.45135233	-.22132325
.45892799	-.097295314
.33676913	-.4736115
.6040327	-.3264617
.21054432	.20806533
.28826046	-.23827887
.26530391	-.42347908
.51008761	-.46939218
.33392891	-.20013249
.45766222	-.33214214
1	-.21115419
.76579213	1
.56538481	.53159201
.91115975	-.036853015
.55286574	.82231951
.59461492	.10573146
.7271446	.2102578
.60842669	.4542892
.51936162	.21685338
.57908356	.031500489
.64868605	.15816715
.5694319	-.21171567
.57039768	.1388638
.71714067	.14079535
.46087423	-.019085675
.61640573	-.077955157
.45461449	.23281142
0	.05472644
.48981196	-.99380869
.51008761	-.020293029
.38430011	-.29954088
.45766222	-.23139977
.78332382	-.036853015
.6040327	.56664765
.74903023	.20806533
.25028038	.05472644
.28842306	-.49943924
.51008761	-.42315388
.35622329	-.20013249
.45766222	-.28755343
.72871763	.38103914
.63129461	.45743525
.74948961	.26258922
.73757213	.10800648
.54851913	.47514424
.66039932	.097038269
.26508716	-.20013249
.45766222	-.46982571
.70423204	.41053593
.74172992	.4084641
.65369618	.48345986
.56257045	-.31428719
.33900797	.12565684
0	-.32198405
.42900315	-.075920373
.36916634	-.085196942
.69654882	.12743291
.69404471	.39309764
.51008761	.38808942
.35997173	-.16132879
.45766222	-.28005651
.56257045	.05472644
.48981196	.12565684
.78316718	-.020293029
.88754517	1
.45766222	.77509034
.73535031	.21062887
.48981196	.47070062
.39615184	-.020293029
0	-.20013249
.45766222	-1
.69053715	.28515539
.72388935	.38107434
.61979479	.4477787
.65574032	.32145238
.45766222	.31148064
.64993697	.22494495
.45766222	.29987392
0	-1
.2524823	-1
.38136858	-.2671808
.45766222	-.23726285
.73461187	-.20013249
.45766222	.46922371
.99993271	.9998126
.7868827	.67417347
1	.5737654
1	1
.58014727	.44524801
.68183863	.16068557
1	.36367723
1	.72204185
1	1
1	1
1	.63168585
.67003822	1
.71222591	.34007642
.31790149	-.53102553
0	-.36419702
1	1
.99990308	1
1	.99980617
1	1
1	.99920321
1	1
.91776043	1
1	1
1	1
.73592776	1
1	1
.6168853	1
.73023969	.23377058
.53966659	.32338178
.56793046	.079333216
.99987614	1
.99996132	1
1	.99992263
1	1
.61155236	-.14899468
1	.23308009
1	1
.88734609	.75411952
1	.77469218
1	1
.99742264	.62761319
1	.99484527
.63157666	1
.38893434	-.31055379
0	-.22213134
1	1
1	1
.99994135	1
.99998128	.9998827
.4983657	.13835669
.42477009	-.0032685995
.34843194	-.1504598
.6831494	.10158098
.80912691	.36629882
.69433755	.61825383
.46772423	-.062072396
.60288697	-.064551502
.52431858	.20577395
.57761353	-.15740642
.61068898	.15522707
.99989861	.99382144
.59201777	.28766033
1	.18404248
.99661249	1
.39871329	.080633253
.44357312	-.20257342
.42643902	-.11285377
.66680551	.43288001
.75480527	.33361101
.74039596	.50961053
.75311613	1
.78197896	.50623226
.75590408	.56395793
1	.38259688
1	1
.99995536	1
1	1
1	1
1	1
.67911518	1
1	.35823038
1	1
.5171144	.029080629
.45592806	.034228832
.40943712	-.088143855
.4045535	-.38285637
.4108389	-.19089296
.49687672	-.1783222
.42196888	-.28330433
.29299882	-.15606225
.99995762	1
.99537021	.99994314
.99992812	.99267781
.74165446	.99985623
.64966285	.094488621
1	.2993257
.7250613	1
.55093336	.0056892633
.66522574	.10186669
.68118072	.33045149
.66380584	.10442087
.64780962	.32761165
.60109156	.29561925
.42196062	-.038522929
.44625986	-.15607873
1	1
.99992013	1
1	.99986023
1	1
.77013528	.99959791
1	.54027057
1	1
.6974743	1
1	.3949486
.7459144	1
.86395818	1
1	.72791636
.68745667	1
.47441965	-.25302973
.37625468	-.051160693
.99990451	1
1	1
1	1
.99996525	1
1	.21040684
1	1
.71718156	1
.79082257	.49694052
.76932091	.58164513
.68019092	.53864181
1	.34961426
.62879121	1
.55825275	.25758243
.34453049	.15782699
0	-.31093898
1	1
1	1
1	1
1	1
.65714669	1
1	.31429335
1	1
1	.36728454
1	1
.8021999	1
.67264211	1
.6397981	.34528422
.58286053	.27959624
.476542	-.30488622
.403983	-.046916008
.35693967	.31190822
.30678996	-.28612065
1	1
1	.64622509
.9999761	1
.82147145	.9999522
1	1
1	1
.8734681	1
.47221923	1
.81082422	.038090348
.81082422	.63333344
.6196115	.018122323
.063286439	.26848021
.47457886	-.72160691
1	1
.6451568	1
.91806829	.2903136
.78028345	.83613658
.68628478	.10099363
.5122636	.37256959
.69272935	.024527222
.92562509	.67172581
.81082422	.85125017
.81082422	.63333344
.90679014	.018122323
.89469177	.83406568
.47457886	.78938353
.44300741	-.1220415
.049592681	-.082765162
1	.32855284
1	1
1	1
.8359856	1
.59675288	.24574924
1	.19350576
1	1
.26687625	-.17015138
.81082422	-.46624747
.81082422	.63333344
.6196115	.018122323
.10657647	.26848021
.47457886	-.78684711
1	1
.68064874	1
1	.36129749
.74157232	1
1	1
1	1
1	1
1	1
.81082422	1
.81082422	.63333344
.6196115	.018122323
.048434861	.26848021
.47457886	-.63711345
.44300741	-.1220415
.2710799	-.082765162
1	1
1	1
1	1
1	1
1	1
1	1
1	1
.52549756	1
.81082422	.050995141
.81082422	.63333344
.68494123	.018122323
.71129572	.45508009
.47457886	.51169652
.41723484	-.1220415
.2710799	-.16553032
1	1
1	1
1	1
.85596418	1
.76576519	.25852922
.79523939	.53153038
1	.59047878
.34780905	.75531822
.81082422	-.30438194
.81082422	.63333344
.44964737	.018122323
.37611935	-.060102046
.47457886	-.16327095
.44300741	-.1220415
.49256712	-.082765162
1	1
1	1
1	1
1	1
1	1
.84945917	1
1	.69891834
.83348268	.78565311
.81082422	.66696537
.81082422	.63333344
.57026708	.018122323
.37611935	.14053413
.47457886	-.16327095
.46877998	-.1220415
.2710799	0
1	1
1	1
1	1
1	1
1	.090432048
1	1
1	1
.94215101	1
.81082422	.88430202
.81082422	.63333344
.48641157	.018122323
.43243086	-.027176857
.47457886	-.13513827
.92492801	1
1	1
1	1
.93632776	1
.6877178	1
1	.47425359
1	1
1	.76355612
.66578448	1
.62979203	.35546887
.66421115	.76713848
.78171033	.32842231
.64868236	.56342065
.30605686	-.2611531
.30642384	-.37015623
1	1
1	1
1	1
1	1
.83465648	1
1	.66931295
.86463928	1
.63010919	.38413122
.61748457	.27263728
.69579285	.23496914
.51706725	-.017750263
.64735562	.034134537
.84105808	.30279157
.5961799	.14794937
.71163034	.21659601
.9250496	1
1	1
1	1
.92691052	1
.82426238	1
1	.64852476
.63656867	1
.93944359	1
.92362821	.87888718
1	.84725642
1	1
.88818103	1
1	.77636206
.36492261	.35236487
0	-.2486659
.95803559	.96757174
1	1
1	1
1	1
.65253252	-.11399877
.70046508	.32679191
1	.40093017
.21608229	-.41406488
.26365301	-.54436016
.29400885	-.25268671
.7151047	.10630283
.54800737	.4302094
.80598384	.10818005
.36390564	.36931956
.53391057	-.24832436
.97552985	1
1	1
1	1
1	1
.70022303	1
1	.40044606
